"Carimbo de data/hora","Em que período você se encontra?","Que curso você faz?","Em que campus você estuda?","Você acredita que as vagas ofertadas no RAE foram suficientes?","Com relação às disciplinas que queria cursar, você conseguiu se matricular em:","No geral, você acha o RAE:","Você acredita que o seu desempenho no RAE, em comparação com o presencial:","Na sua opinião, a qualidade do ensino no RAE, em comparação com o presencial, é:","Você acredita que o RAE afetou sua saúde mental para:","No que diz respeito a dificuldades técnicas (queda de internet ou energia, indisponibilidade de equipamento etc), você passa por elas:","Na sua opinião, os professores são tolerantes com imprevistos que impossibilitem a realização de atividades?","No geral, você acha que essas dificuldades prejudicam o seu desempenho?","Em geral, você acha que a atuação dos professores no RAE é/está sendo:","Na sua experiência, o atendimento individual dos professores aos alunos está sendo:","Na sua opinião, em comparação com o regime presencial, no RAE os professores estão:","No geral, em comparação com o regime presencial, você acha que o volume de atividades exigidas no RAE é:","Você julga esse volume de atividades abusivo?","Como você avalia a atuação da UFCG diante da pandemia?","Como você avalia o desempenho da coordenação do seu curso no atendimento e suporte aos estudantes no RAE?"
"2020/11/05 8:15:04 PM GMT-3","3","Direito","Sousa","Sim","Todas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Bom"
"2020/11/05 8:24:03 PM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Todas","Excelente","Melhorou","Melhor","Melhor","Raramente","Sim","Nao","Excelente","Não sei/Não quero responder","Menos exigentes","Igual","Não","Boa","Excelente"
"2020/11/05 8:24:40 PM GMT-3","8","Geografia","Cajazeiras","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Não sei/Não quero responder","Tão exigentes quanto","Maior","Não","Regular","Bom"
"2020/11/05 8:27:50 PM GMT-3","8","Engenharia de Minas","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Excelente","Tão exigentes quanto","Muito maior","Sim","Ruim","Regular"
"2020/11/05 8:43:53 PM GMT-3","4","Direito","Sousa","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Insuficiente","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Regular"
"2020/11/05 8:57:52 PM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 9:02:12 PM GMT-3","5","Engenharia de Produção","Sumé","Não","Algumas","Ruim","Não mudou","Pior","Não afetou","Frequentemente","Não","Sim","Ruim","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Ruim","Ruim"
"2020/11/05 9:05:20 PM GMT-3","7","Engenharia Química","Campina Grande","Não","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Péssimo"
"2020/11/05 9:08:07 PM GMT-3","5","Engenharia de Produção","Sumé","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"2020/11/05 9:10:35 PM GMT-3","2","Farmácia","Cuité","Sim","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não","Boa","Bom"
"2020/11/05 9:10:41 PM GMT-3","7","Engenharia Química","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 9:11:30 PM GMT-3","2","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"2020/11/05 9:16:52 PM GMT-3","4","Farmácia","Cuité","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Muito maior","Sim","Boa","Excelente"
"2020/11/05 10:02:24 PM GMT-3","7","Engenharia Química","Campina Grande","Sim","Todas","Ruim","Melhorou","Pior","Pior","Nunca","Não","Sim","Ruim","Bom","Menos exigentes","Muito maior","Sim","Péssima","Ruim"
"2020/11/05 10:03:25 PM GMT-3","2","Engenharia de Minas","Campina Grande","Não","Todas","Razoável","Não mudou","Pior","Pior","Nunca","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"2020/11/05 10:03:39 PM GMT-3","3","Engenharia Civil","Pombal","Não sei/Não quero responder","Não sei/Não quero responder","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Regular"
"2020/11/05 10:04:49 PM GMT-3","1","Enfermagem","Cajazeiras","Sim","Algumas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Regular"
"2020/11/05 10:06:18 PM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não","Boa","Bom"
"2020/11/05 10:12:58 PM GMT-3","3","Engenharia Civil","Pombal","Sim","Algumas","Razoável","Não mudou","Igual","Melhor","Nunca","Sim","Não passo por essas dificuldades","Razoável","Bom","Tão exigentes quanto","Igual","Não","Regular","Regular"
"2020/11/05 10:28:16 PM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Não mudou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Excelente"
"2020/11/05 10:34:16 PM GMT-3","5","Medicina","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Maior","Não","Péssima","Péssimo"
"2020/11/05 10:40:21 PM GMT-3","8","História","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Sim","Regular","Regular"
"2020/11/05 10:47:28 PM GMT-3","3","Psicologia","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Não sei/Não quero responder","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Muito maior","Não sei/Não quero responder","Regular","Excelente"
"2020/11/05 10:56:18 PM GMT-3","1","Matemática","Cuité","Não","Todas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Sim","Nao","Excelente","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não","Boa","Bom"
"2020/11/05 10:58:07 PM GMT-3","3","Agronomia","Pombal","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Excelente","Razoável","Menos exigentes","Igual","Não","Regular","Bom"
"2020/11/05 11:18:30 PM GMT-3","6","Geografia","Cajazeiras","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Boa","Regular"
"2020/11/05 11:20:42 PM GMT-3","3","História","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Excelente"
"2020/11/05 11:22:29 PM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Menos exigentes","Muito maior","Sim","Péssima","Bom"
"2020/11/05 11:24:15 PM GMT-3","4","Administração","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Nunca","Sim","Nao","Boa","Bom","Mais exigentes","Maior","Não","Boa","Bom"
"2020/11/05 11:26:06 PM GMT-3","3","Letras","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Razoável","Bom","Menos exigentes","Igual","Não","Regular","Regular"
"2020/11/05 11:45:08 PM GMT-3","9","Agronomia","Pombal","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Bom","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"2020/11/06 12:04:52 AM GMT-3","6","Ciência da Computação","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Não sei/Não quero responder","Mais exigentes","Maior","Não sei/Não quero responder","Ruim","Bom"
"2020/11/06 2:02:13 AM GMT-3","8","Ciências Biológicas","Cajazeiras","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Menos exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/06 3:36:31 AM GMT-3","8","Comunicação Social","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Nunca","Sim","Não sei/Não quero responder","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Bom"
"2020/11/06 5:10:41 AM GMT-3","2","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"2020/11/06 6:17:28 AM GMT-3","5","Ciência da Computação","Campina Grande","Não","Todas","Péssimo","Piorou","Pior","Pior","Nunca","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Não","Regular","Bom"
"2020/11/06 6:30:04 AM GMT-3","3","Direito","Sousa","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/06 6:45:04 AM GMT-3","9","Química","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/06 6:49:21 AM GMT-3","3","Química","Cuité","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"2020/11/06 6:56:10 AM GMT-3","8","Química","Cuité","Sim","Algumas","Razoável","Não sei/Não quero responder","Igual","Pior","Raramente","Não","Sim","Ruim","Razoável","Mais exigentes","Maior","Sim","Boa","Bom"
"2020/11/06 6:57:27 AM GMT-3","9","Química","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"2020/11/06 7:00:32 AM GMT-3","5","Química","Cuité","Não","Todas","Razoável","Não mudou","Igual","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"2020/11/06 7:03:30 AM GMT-3","1","Química","Cuité","Não","Todas","Péssimo","Não mudou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Não sei/Não quero responder"
"2020/11/06 7:22:38 AM GMT-3","2","Agronomia","Pombal","Sim","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"2020/11/06 7:25:54 AM GMT-3","5","Química","Cuité","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"2020/11/06 7:26:17 AM GMT-3","1","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Inexistente","Não sei/Não quero responder","Muito maior","Sim","Péssima","Péssimo"
"2020/11/06 7:27:07 AM GMT-3","6","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"2020/11/06 7:30:15 AM GMT-3","1","Ciências Biológicas","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Não sei/Não quero responder","Maior","Sim","Péssima","Bom"
"2020/11/06 7:30:24 AM GMT-3","9","Química","Cuité","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Péssima","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"2020/11/06 7:30:37 AM GMT-3","3","Química","Cuité","Sim","Não sei/Não quero responder","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"2020/11/06 7:33:01 AM GMT-3","10","Matemática","Cuité","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Frequentemente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"2020/11/06 7:34:28 AM GMT-3","10","Matemática","Cuité","Não","Nenhuma","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"2020/11/06 7:34:38 AM GMT-3","8","Matemática","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Boa","Bom"
"2020/11/06 7:35:15 AM GMT-3","1","Matemática","Cuité","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"2020/11/06 7:36:48 AM GMT-3","3","Química","Cuité","Não","Algumas","Bom","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Razoável","Razoável","Menos exigentes","Maior","Não","Ruim","Ruim"
"2020/11/06 7:37:04 AM GMT-3","3","Farmácia","Cuité","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Muito maior","Sim","Regular","Excelente"
"2020/11/06 7:38:00 AM GMT-3","5","Matemática","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"2020/11/06 7:39:14 AM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Algumas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Frequentemente","Não","Sim","Boa","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Bom"
"2020/11/06 7:39:27 AM GMT-3","5","Matemática","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Excelente","Menos exigentes","Muito maior","Sim","Boa","Bom"
"2020/11/06 7:39:52 AM GMT-3","5","Matemática","Cuité","Sim","Todas","Razoável","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Mais exigentes","Maior","Sim","Boa","Excelente"
"2020/11/06 7:42:45 AM GMT-3","1","Matemática","Cuité","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Nao","Excelente","Bom","Menos exigentes","Igual","Não","Boa","Excelente"
"2020/11/06 7:46:27 AM GMT-3","3","Matemática","Cuité","Não sei/Não quero responder","Todas","Ruim","Não mudou","Pior","Pior","Raramente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não","Boa","Bom"
"2020/11/06 7:46:30 AM GMT-3","5","Química","Cuité","Não","Nenhuma","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/06 7:48:00 AM GMT-3","5","Ciências Biológicas","Patos","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Menos exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/06 7:48:25 AM GMT-3","3","Enfermagem","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Não sei/Não quero responder","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"2020/11/06 7:48:46 AM GMT-3","5","Química","Cuité","Não","Não sei/Não quero responder","Péssimo","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Regular","Regular"
"2020/11/06 7:49:19 AM GMT-3","1","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"2020/11/06 7:51:26 AM GMT-3","3","Química","Cuité","Não","Algumas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Menor","Não","Boa","Bom"
"2020/11/06 7:52:24 AM GMT-3","1","Matemática","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Igual","Não sei/Não quero responder","Ruim","Não sei/Não quero responder"
"2020/11/06 7:52:55 AM GMT-3","5","Matemática","Cuité","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"2020/11/06 7:53:08 AM GMT-3","1","Engenharia Florestal","Patos","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"2020/11/06 7:54:18 AM GMT-3","3","Ciências Biológicas","Cuité","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Não","Péssima","Bom"
"2020/11/06 7:55:55 AM GMT-3","5","Matemática","Cuité","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"2020/11/06 7:57:41 AM GMT-3","3","Enfermagem","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"2020/11/06 7:58:16 AM GMT-3","1","Engenharia Florestal","Patos","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Não afetou","Nunca","Não","Sim","Razoável","Inexistente","Mais exigentes","Maior","Sim","Regular","Bom"
"2020/11/06 7:59:45 AM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Muito maior","Sim","Regular","Regular"
"2020/11/06 8:01:09 AM GMT-3","10","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"2020/11/06 8:02:20 AM GMT-3","1","Engenharia Florestal","Patos","Não sei/Não quero responder","Não sei/Não quero responder","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Não sei/Não quero responder","Muito maior","Sim","Péssima","Ruim"
